Job Title,Company Name,Location,Time Posted,Job Description,num_applicants,Seniority level,Employment type,Job function,Industries,URL
Process Specialist - HC,Cognizant,"Chennai, Tamil Nadu, India",6 days ago,,Not Available,Entry level,Full-time,Management and Manufacturing,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/process-specialist-hc-at-cognizant-4176965386?trk=public_jobs_topcard-title
Sr. Associate - Projects,Cognizant,"Bangalore Urban, Karnataka, India",3 weeks ago,,Be among the first 25 applicants,Mid-Senior level,Full-time,Other,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/sr-associate-projects-at-cognizant-4145675934?trk=public_jobs_topcard-title
Team Manager-Fin Ops,Cognizant,"Chennai, Tamil Nadu, India",2 weeks ago,,Not Available,Mid-Senior level,Full-time,Management and Manufacturing,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/team-manager-fin-ops-at-cognizant-4161046485?trk=public_jobs_topcard-title
Senior Process Executive-Data,Cognizant,Mumbai Metropolitan Region,1 day ago,,Not Available,Mid-Senior level,Full-time,Business Development and Sales,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/senior-process-executive-data-at-cognizant-4179850951?trk=public_jobs_topcard-title
Sr. Associate - Projects,Cognizant,Mumbai Metropolitan Region,2 weeks ago,,Be among the first 25 applicants,Mid-Senior level,Full-time,Other,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/sr-associate-projects-at-cognizant-4165753333?trk=public_jobs_topcard-title
Director - Projects,Cognizant,"Chennai, Tamil Nadu, India",1 week ago,,Not Available,Director,Full-time,Management and Manufacturing,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/director-projects-at-cognizant-4173755236?trk=public_jobs_topcard-title
Sr. Product Test Specialist,Cognizant,Greater Kolkata Area,6 days ago,,Not Available,Mid-Senior level,Full-time,Quality Assurance,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/sr-product-test-specialist-at-cognizant-4177123224?trk=public_jobs_topcard-title
Sr. Associate - Projects,Cognizant,"Pune, Maharashtra, India",3 weeks ago,,Be among the first 25 applicants,Mid-Senior level,Full-time,Other,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/sr-associate-projects-at-cognizant-4149257609?trk=public_jobs_topcard-title
Infra. Technology Specialist,Cognizant,"Bangalore Urban, Karnataka, India",2 weeks ago,,Not Available,Entry level,Full-time,Information Technology,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/infra-technology-specialist-at-cognizant-4159724787?trk=public_jobs_topcard-title
Sr. Associate - Projects,Cognizant,"Hyderabad, Telangana, India",1 week ago,,Be among the first 25 applicants,Mid-Senior level,Full-time,Other,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/sr-associate-projects-at-cognizant-4175079878?trk=public_jobs_topcard-title
Associate - Projects,Cognizant,"Bangalore Urban, Karnataka, India",3 weeks ago,,Not Available,Entry level,Full-time,Management and Manufacturing,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/associate-projects-at-cognizant-4118168421?trk=public_jobs_topcard-title
Senior Associate,Cognizant,"Chennai, Tamil Nadu, India",3 weeks ago,,Be among the first 25 applicants,Mid-Senior level,Full-time,Other,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/senior-associate-at-cognizant-4150325961?trk=public_jobs_topcard-title
Sr. Consultant [Payments - BA],Cognizant,"Chennai, Tamil Nadu, India",6 days ago,,Not Available,Mid-Senior level,Full-time,"Consulting, Information Technology, and Sales",IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/sr-consultant-payments-ba-at-cognizant-4176963523?trk=public_jobs_topcard-title
Sr. Associate - Projects,Cognizant,"Pune, Maharashtra, India",2 weeks ago,,Be among the first 25 applicants,Mid-Senior level,Full-time,Other,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/sr-associate-projects-at-cognizant-4159726575?trk=public_jobs_topcard-title
Online Specialist - Adv,Cognizant,"Hyderabad, Telangana, India",2 weeks ago,,Not Available,Entry level,Full-time,"Marketing, Public Relations, and Writing/Editing",IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/online-specialist-adv-at-cognizant-4165748970?trk=public_jobs_topcard-title
Associate - Projects,Cognizant,"Bangalore Urban, Karnataka, India",3 weeks ago,,Be among the first 25 applicants,Entry level,Full-time,Management and Manufacturing,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/associate-projects-at-cognizant-4118166784?trk=public_jobs_topcard-title
Senior Process Executive-Data,Cognizant,"Hyderabad, Telangana, India",5 days ago,,Not Available,Mid-Senior level,Full-time,Business Development and Sales,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/senior-process-executive-data-at-cognizant-4177425393?trk=public_jobs_topcard-title
Associate - Projects,Cognizant,"Bangalore Urban, Karnataka, India",3 weeks ago,,Not Available,Entry level,Full-time,Management and Manufacturing,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/associate-projects-at-cognizant-4151913461?trk=public_jobs_topcard-title
Team Manager-Fin Ops,Cognizant,"Chennai, Tamil Nadu, India",2 weeks ago,,Be among the first 25 applicants,Mid-Senior level,Full-time,Management and Manufacturing,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/team-manager-fin-ops-at-cognizant-4161047402?trk=public_jobs_topcard-title
Sr. Associate - Projects,Cognizant,"Bangalore Urban, Karnataka, India",Not Available,,Be among the first 25 applicants,Mid-Senior level,Full-time,Other,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/sr-associate-projects-at-cognizant-4157526638?trk=public_jobs_topcard-title
Sr. Associate - Projects,Cognizant,"Bangalore Urban, Karnataka, India",3 weeks ago,,Be among the first 25 applicants,Mid-Senior level,Full-time,Other,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/sr-associate-projects-at-cognizant-4149142608?trk=public_jobs_topcard-title
Associate - Projects,Cognizant,"Bangalore Urban, Karnataka, India",5 days ago,,Be among the first 25 applicants,Entry level,Full-time,Management and Manufacturing,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/associate-projects-at-cognizant-4152137897?trk=public_jobs_topcard-title
Sr. Consultant,Cognizant,"Chennai, Tamil Nadu, India",2 weeks ago,,Be among the first 25 applicants,Mid-Senior level,Full-time,"Consulting, Information Technology, and Sales",IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/sr-consultant-at-cognizant-4159726579?trk=public_jobs_topcard-title
Subject Matter Expert- R2R,Cognizant,"Hyderabad, Telangana, India",2 weeks ago,,Not Available,Mid-Senior level,Full-time,Other,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/subject-matter-expert-r2r-at-cognizant-4161043919?trk=public_jobs_topcard-title
Manager - Projects,Cognizant,Mumbai Metropolitan Region,5 days ago,,Not Available,Entry level,Full-time,Project Management and Information Technology,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/manager-projects-at-cognizant-4177426296?trk=public_jobs_topcard-title
Scrum Master,Cognizant,"Chennai, Tamil Nadu, India",6 days ago,,Over 200 applicants,Mid-Senior level,Full-time,Engineering and Information Technology,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/scrum-master-at-cognizant-4177121434?trk=public_jobs_topcard-title
Team Lead-O2C,Cognizant,"Chennai, Tamil Nadu, India",2 weeks ago,,Not Available,Mid-Senior level,Full-time,Information Technology,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/team-lead-o2c-at-cognizant-4160803639?trk=public_jobs_topcard-title
Architect,Cognizant,"Bangalore Urban, Karnataka, India",3 weeks ago,,Be among the first 25 applicants,Mid-Senior level,Full-time,"Design, Art/Creative, and Information Technology",IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/architect-at-cognizant-4145682065?trk=public_jobs_topcard-title
Sr. Manager - Projects,Cognizant,"Chennai, Tamil Nadu, India",3 weeks ago,,Be among the first 25 applicants,Mid-Senior level,Full-time,Project Management and Information Technology,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/sr-manager-projects-at-cognizant-4150851790?trk=public_jobs_topcard-title
Sr. Associate - Projects,Cognizant,"Bangalore Urban, Karnataka, India",3 weeks ago,,Be among the first 25 applicants,Mid-Senior level,Full-time,Other,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/sr-associate-projects-at-cognizant-4133241254?trk=public_jobs_topcard-title
React Native,Cognizant,"Kochi, Kerala, India",Not Available,,Not Available,Not Applicable,Full-time,Other,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/react-native-at-cognizant-4180570498?trk=public_jobs_topcard-title
Lead Quality Engineer,Cognizant,"Chennai, Tamil Nadu, India",1 day ago,,Not Available,Mid-Senior level,Full-time,Quality Assurance,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/lead-quality-engineer-at-cognizant-4179849985?trk=public_jobs_topcard-title
Associate - Projects,Cognizant,"Bangalore Urban, Karnataka, India",2 weeks ago,,Be among the first 25 applicants,Entry level,Full-time,Management and Manufacturing,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/associate-projects-at-cognizant-4159725558?trk=public_jobs_topcard-title
Sr. Associate - Projects,Cognizant,"Chennai, Tamil Nadu, India",3 weeks ago,,Be among the first 25 applicants,Mid-Senior level,Full-time,Other,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/sr-associate-projects-at-cognizant-4108107667?trk=public_jobs_topcard-title
Sr. Associate - Projects,Cognizant,"Chennai, Tamil Nadu, India",1 week ago,,Be among the first 25 applicants,Mid-Senior level,Full-time,Other,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/sr-associate-projects-at-cognizant-4175085089?trk=public_jobs_topcard-title
Sr. Mgr - Biz Development,Cognizant,"Pune, Maharashtra, India",3 weeks ago,,Over 200 applicants,Mid-Senior level,Full-time,Other,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/sr-mgr-biz-development-at-cognizant-4096489965?trk=public_jobs_topcard-title
Principal Prod. Consult.-Tech.,Cognizant,"Bangalore Urban, Karnataka, India",3 weeks ago,,Be among the first 25 applicants,Mid-Senior level,Full-time,Engineering and Information Technology,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/principal-prod-consult-tech-at-cognizant-4144686060?trk=public_jobs_topcard-title
DevOps - Engineer,Cognizant,"Chennai, Tamil Nadu, India",3 weeks ago,,Over 200 applicants,Entry level,Full-time,Engineering and Information Technology,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/devops-engineer-at-cognizant-4151534577?trk=public_jobs_topcard-title
Manager - Projects,Cognizant,"Bangalore Urban, Karnataka, India",1 week ago,,Be among the first 25 applicants,Entry level,Full-time,Project Management and Information Technology,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/manager-projects-at-cognizant-4174438580?trk=public_jobs_topcard-title
Technical Lead,Cognizant,"Bangalore Urban, Karnataka, India",2 weeks ago,,Be among the first 25 applicants,Mid-Senior level,Full-time,Engineering and Information Technology,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/technical-lead-at-cognizant-4159727221?trk=public_jobs_topcard-title
Sr. Mgr - Biz Development,Cognizant,"Pune, Maharashtra, India",3 weeks ago,,Over 200 applicants,Mid-Senior level,Full-time,Other,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/sr-mgr-biz-development-at-cognizant-4096492224?trk=public_jobs_topcard-title
Sr. Associate - Projects,Cognizant,Mumbai Metropolitan Region,3 weeks ago,,Be among the first 25 applicants,Mid-Senior level,Full-time,Other,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/sr-associate-projects-at-cognizant-4098410097?trk=public_jobs_topcard-title
Manager - Projects,Cognizant,"Chennai, Tamil Nadu, India",3 weeks ago,,Be among the first 25 applicants,Entry level,Full-time,Project Management and Information Technology,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/manager-projects-at-cognizant-4136612840?trk=public_jobs_topcard-title
Sr. Associate - Projects,Cognizant,"Bangalore Urban, Karnataka, India",3 weeks ago,,Be among the first 25 applicants,Mid-Senior level,Full-time,Other,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/sr-associate-projects-at-cognizant-4091537663?trk=public_jobs_topcard-title
Senior Manager- Internal Audit,Cognizant,"Chennai, Tamil Nadu, India",3 weeks ago,,Over 200 applicants,Mid-Senior level,Full-time,Accounting/Auditing and Finance,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/senior-manager-internal-audit-at-cognizant-4079523584?trk=public_jobs_topcard-title
UX Researcher Operations for SAAS products,Cognizant,"Hyderabad, Telangana, India",3 weeks ago,,Not Available,Mid-Senior level,Full-time,Information Technology,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/ux-researcher-operations-for-saas-products-at-cognizant-4158581705?trk=public_jobs_topcard-title
Portfolio Delivery Lead,Cognizant,"Bangalore Urban, Karnataka, India",2 weeks ago,,Not Available,Mid-Senior level,Full-time,Management and Manufacturing,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/portfolio-delivery-lead-at-cognizant-4159728169?trk=public_jobs_topcard-title
Architect,Cognizant,"Bangalore Urban, Karnataka, India",3 weeks ago,,Be among the first 25 applicants,Mid-Senior level,Full-time,"Design, Art/Creative, and Information Technology",IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/architect-at-cognizant-4146217278?trk=public_jobs_topcard-title
Sr. Associate - Projects,Cognizant,"Hyderabad, Telangana, India",1 week ago,,Be among the first 25 applicants,Mid-Senior level,Full-time,Other,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/sr-associate-projects-at-cognizant-4175083421?trk=public_jobs_topcard-title
Infra. Technology Specialist,Cognizant,"Chennai, Tamil Nadu, India",2 weeks ago,,Not Available,Entry level,Full-time,Information Technology,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/infra-technology-specialist-at-cognizant-4159728163?trk=public_jobs_topcard-title
Senior Process Executive-R2R,Cognizant,"Hyderabad, Telangana, India",1 day ago,,Not Available,Mid-Senior level,Full-time,Business Development and Sales,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/senior-process-executive-r2r-at-cognizant-4179856265?trk=public_jobs_topcard-title
Developer,Cognizant,"Chennai, Tamil Nadu, India",1 week ago,,Be among the first 25 applicants,Entry level,Full-time,Engineering and Information Technology,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/developer-at-cognizant-4172785117?trk=public_jobs_topcard-title
Technical Lead,Cognizant,"Bangalore Urban, Karnataka, India",2 weeks ago,,Not Available,Mid-Senior level,Full-time,Engineering and Information Technology,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/technical-lead-at-cognizant-4159727227?trk=public_jobs_topcard-title
Service Delivery Mgr-Fin Ops,Cognizant,"Chennai, Tamil Nadu, India",2 weeks ago,,Not Available,Mid-Senior level,Full-time,Project Management and Information Technology,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/service-delivery-mgr-fin-ops-at-cognizant-4161138068?trk=public_jobs_topcard-title
Senior Manager consulting Education Domain,Cognizant,"Pune, Maharashtra, India",1 week ago,,Not Available,Mid-Senior level,Full-time,Human Resources,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/senior-manager-consulting-education-domain-at-cognizant-4175079863?trk=public_jobs_topcard-title
Sr. Associate - Projects,Cognizant,"Hyderabad, Telangana, India",1 week ago,,Be among the first 25 applicants,Mid-Senior level,Full-time,Other,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/sr-associate-projects-at-cognizant-4175086040?trk=public_jobs_topcard-title
Associate - Projects,Cognizant,"Bangalore Urban, Karnataka, India",3 weeks ago,,Not Available,Entry level,Full-time,Management and Manufacturing,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/associate-projects-at-cognizant-4117451463?trk=public_jobs_topcard-title
SBU Head - MDU,Cognizant,"Bangalore Urban, Karnataka, India",3 weeks ago,,Not Available,Director,Full-time,Other,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/sbu-head-mdu-at-cognizant-4096178720?trk=public_jobs_topcard-title
Associate - Projects,Cognizant,"Bangalore Urban, Karnataka, India",3 weeks ago,,Be among the first 25 applicants,Entry level,Full-time,Management and Manufacturing,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/associate-projects-at-cognizant-4144964370?trk=public_jobs_topcard-title
Client Visit Experience - Senior Manager,Cognizant,"Bangalore Urban, Karnataka, India",1 week ago,,Not Available,Mid-Senior level,Full-time,Business Development and Sales,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/client-visit-experience-senior-manager-at-cognizant-4173753640?trk=public_jobs_topcard-title
Manager - Projects,Cognizant,"Chennai, Tamil Nadu, India",2 weeks ago,,Be among the first 25 applicants,Entry level,Full-time,Project Management and Information Technology,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/manager-projects-at-cognizant-4166300888?trk=public_jobs_topcard-title
Senior Associate,Cognizant,"Chennai, Tamil Nadu, India",1 week ago,,Be among the first 25 applicants,Mid-Senior level,Full-time,Other,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/senior-associate-at-cognizant-4170749183?trk=public_jobs_topcard-title
Sr. Associate - Projects,Cognizant,"Bangalore Urban, Karnataka, India",Not Available,,Be among the first 25 applicants,Mid-Senior level,Full-time,Other,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/sr-associate-projects-at-cognizant-4157525773?trk=public_jobs_topcard-title
Sr. Associate - Projects,Cognizant,"Bangalore Urban, Karnataka, India",3 weeks ago,,Be among the first 25 applicants,Mid-Senior level,Full-time,Other,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/sr-associate-projects-at-cognizant-4129513899?trk=public_jobs_topcard-title
Sr. Associate - Projects,Cognizant,"Bangalore Urban, Karnataka, India",Not Available,,Be among the first 25 applicants,Mid-Senior level,Full-time,Other,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/sr-associate-projects-at-cognizant-4157524880?trk=public_jobs_topcard-title
Associate - Projects,Cognizant,"Bangalore Urban, Karnataka, India",3 weeks ago,,Not Available,Entry level,Full-time,Management and Manufacturing,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/associate-projects-at-cognizant-4117449852?trk=public_jobs_topcard-title
Sr. Associate - Projects,Cognizant,"Bangalore Urban, Karnataka, India",3 weeks ago,,Be among the first 25 applicants,Mid-Senior level,Full-time,Other,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/sr-associate-projects-at-cognizant-4123340770?trk=public_jobs_topcard-title
Sr. Associate - Projects,Cognizant,"Bangalore Urban, Karnataka, India",3 weeks ago,,Be among the first 25 applicants,Mid-Senior level,Full-time,Other,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/sr-associate-projects-at-cognizant-4144962620?trk=public_jobs_topcard-title
Process Specialist - HC,Cognizant,"Hyderabad, Telangana, India",1 day ago,,Not Available,Entry level,Full-time,Management and Manufacturing,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/process-specialist-hc-at-cognizant-4179498066?trk=public_jobs_topcard-title
Associate - Projects,Cognizant,"Hyderabad, Telangana, India",5 days ago,,Not Available,Entry level,Full-time,Management and Manufacturing,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/associate-projects-at-cognizant-4152142409?trk=public_jobs_topcard-title
Process Specialist-Ops,Cognizant,"Hyderabad, Telangana, India",1 week ago,,Not Available,Entry level,Full-time,Management and Manufacturing,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/process-specialist-ops-at-cognizant-4174650255?trk=public_jobs_topcard-title
Process Specialist-Fin Ops,Cognizant,"Hyderabad, Telangana, India",1 week ago,,Not Available,Entry level,Full-time,Management and Manufacturing,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/process-specialist-fin-ops-at-cognizant-4175079839?trk=public_jobs_topcard-title
Sr. Associate - Projects,Cognizant,"Bangalore Urban, Karnataka, India",3 weeks ago,,Be among the first 25 applicants,Mid-Senior level,Full-time,Other,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/sr-associate-projects-at-cognizant-4132338264?trk=public_jobs_topcard-title
Associate - Projects,Cognizant,"Hyderabad, Telangana, India",Not Available,,Not Available,Entry level,Full-time,Management and Manufacturing,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/associate-projects-at-cognizant-4157011672?trk=public_jobs_topcard-title
Sr. Associate - Projects,Cognizant,"Bangalore Urban, Karnataka, India",2 weeks ago,,Be among the first 25 applicants,Mid-Senior level,Full-time,Other,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/sr-associate-projects-at-cognizant-4165754330?trk=public_jobs_topcard-title
Team Leader,Cognizant,"Hyderabad, Telangana, India",2 days ago,,Not Available,Mid-Senior level,Full-time,Information Technology,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/team-leader-at-cognizant-4179411057?trk=public_jobs_topcard-title
Manager - Projects,Cognizant,"Chennai, Tamil Nadu, India",2 weeks ago,,Be among the first 25 applicants,Entry level,Full-time,Project Management and Information Technology,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/manager-projects-at-cognizant-4161134609?trk=public_jobs_topcard-title
Team Lead- Fin Ops,Cognizant,"Chennai, Tamil Nadu, India",2 weeks ago,,Not Available,Mid-Senior level,Full-time,Management and Manufacturing,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/team-lead-fin-ops-at-cognizant-4160807242?trk=public_jobs_topcard-title
Associate - Projects,Cognizant,"Pune, Maharashtra, India",3 weeks ago,,Not Available,Entry level,Full-time,Management and Manufacturing,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/associate-projects-at-cognizant-4094226870?trk=public_jobs_topcard-title
CDS Hiring,Cognizant,Greater Kolkata Area,Not Available,,Not Available,Not Applicable,Full-time,Other,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/cds-hiring-at-cognizant-4158495585?trk=public_jobs_topcard-title
Sr. Associate - Projects,Cognizant,"Bangalore Urban, Karnataka, India",3 weeks ago,,Be among the first 25 applicants,Mid-Senior level,Full-time,Other,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/sr-associate-projects-at-cognizant-4145598462?trk=public_jobs_topcard-title
Portfolio Delivery Lead,Cognizant,"Bangalore Urban, Karnataka, India",2 weeks ago,,Not Available,Mid-Senior level,Full-time,Management and Manufacturing,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/portfolio-delivery-lead-at-cognizant-4159726574?trk=public_jobs_topcard-title
Sr. Analyst - Biz Development,Cognizant,"Chennai, Tamil Nadu, India",3 weeks ago,,Be among the first 25 applicants,Mid-Senior level,Full-time,Business Development and Sales,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/sr-analyst-biz-development-at-cognizant-4145601278?trk=public_jobs_topcard-title
Product Specialist - Technical,Cognizant,"Hyderabad, Telangana, India",3 weeks ago,,Not Available,Entry level,Full-time,Other,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/product-specialist-technical-at-cognizant-4040409192?trk=public_jobs_topcard-title
Manager - Projects,Cognizant,"Chennai, Tamil Nadu, India",2 weeks ago,,Be among the first 25 applicants,Entry level,Full-time,Project Management and Information Technology,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/manager-projects-at-cognizant-4161043923?trk=public_jobs_topcard-title
Sr. Consultant,Cognizant,"Chennai, Tamil Nadu, India",2 weeks ago,,Be among the first 25 applicants,Mid-Senior level,Full-time,"Consulting, Information Technology, and Sales",IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/sr-consultant-at-cognizant-4159723803?trk=public_jobs_topcard-title
Manager - Projects,Cognizant,"Chennai, Tamil Nadu, India",2 weeks ago,,Be among the first 25 applicants,Entry level,Full-time,Project Management and Information Technology,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/manager-projects-at-cognizant-4161135387?trk=public_jobs_topcard-title
Sr. Consultant,Cognizant,"Chennai, Tamil Nadu, India",3 weeks ago,,Be among the first 25 applicants,Mid-Senior level,Full-time,"Consulting, Information Technology, and Sales",IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/sr-consultant-at-cognizant-4158837749?trk=public_jobs_topcard-title
Sr. Manager - Projects,Cognizant,"Chennai, Tamil Nadu, India",1 day ago,,Be among the first 25 applicants,Mid-Senior level,Full-time,Project Management and Information Technology,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/sr-manager-projects-at-cognizant-4179853851?trk=public_jobs_topcard-title
Team Manager-Fin Ops,Cognizant,"Chennai, Tamil Nadu, India",2 weeks ago,,Be among the first 25 applicants,Mid-Senior level,Full-time,Management and Manufacturing,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/team-manager-fin-ops-at-cognizant-4160808013?trk=public_jobs_topcard-title
Sr. Associate - Projects,Cognizant,"Bangalore Urban, Karnataka, India",6 days ago,,Be among the first 25 applicants,Mid-Senior level,Full-time,Other,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/sr-associate-projects-at-cognizant-4176963506?trk=public_jobs_topcard-title
Sr. Manager - Projects,Cognizant,"Chennai, Tamil Nadu, India",1 day ago,,Not Available,Mid-Senior level,Full-time,Project Management and Information Technology,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/sr-manager-projects-at-cognizant-4179851943?trk=public_jobs_topcard-title
Sr. Associate - Projects,Cognizant,"Bangalore Urban, Karnataka, India",3 weeks ago,,Be among the first 25 applicants,Mid-Senior level,Full-time,Other,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/sr-associate-projects-at-cognizant-4145601298?trk=public_jobs_topcard-title
Manager - Projects,Cognizant,"Chennai, Tamil Nadu, India",1 week ago,,Be among the first 25 applicants,Entry level,Full-time,Project Management and Information Technology,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/manager-projects-at-cognizant-4168296966?trk=public_jobs_topcard-title
Linux + Ansible/ Dev Ops Combinations,Cognizant,"Bangalore Urban, Karnataka, India",2 days ago,,Not Available,Entry level,Full-time,Information Technology,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/linux-%2B-ansible-dev-ops-combinations-at-cognizant-4179411058?trk=public_jobs_topcard-title
