Job Title,Company Name,Location,Time Posted,Job Description,num_applicants,Seniority level,Employment type,Job function,Industries,URL
Workday Finance,Cognizant,"Bangalore Urban, Karnataka, India",3 weeks ago,,Over 200 applicants,Entry level,Full-time,Finance and Sales,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/workday-finance-at-cognizant-4044878035?trk=public_jobs_topcard-title
Senior Associate,Cognizant,"Bangalore Urban, Karnataka, India",3 weeks ago,,Not Available,Mid-Senior level,Full-time,Other,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/senior-associate-at-cognizant-4040411099?trk=public_jobs_topcard-title
Data Scientist AI & ML,Cognizant,"Bangalore Urban, Karnataka, India",Not Available,,Over 200 applicants,Entry level,Full-time,Engineering and Information Technology,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/data-scientist-ai-ml-at-cognizant-4158500034?trk=public_jobs_topcard-title
SAP Testing(SD/MM/FICO),Cognizant,"Bangalore Urban, Karnataka, India",2 weeks ago,,Not Available,Mid-Senior level,Full-time,Information Technology,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/sap-testing-sd-mm-fico-at-cognizant-4166303493?trk=public_jobs_topcard-title
Associate,Cognizant,"Chennai, Tamil Nadu, India",1 week ago,,Not Available,Entry level,Full-time,Other,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/associate-at-cognizant-4170754076?trk=public_jobs_topcard-title
Senior Associate,Cognizant,"Bangalore Urban, Karnataka, India",3 weeks ago,,Be among the first 25 applicants,Mid-Senior level,Full-time,Other,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/senior-associate-at-cognizant-4151414909?trk=public_jobs_topcard-title
Sr. Associate,Cognizant,"Chennai, Tamil Nadu, India",3 weeks ago,,Be among the first 25 applicants,Mid-Senior level,Full-time,Other,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/sr-associate-at-cognizant-4144852874?trk=public_jobs_topcard-title
Sr. Quality Engineer,Cognizant,"Hyderabad, Telangana, India",2 weeks ago,,Not Available,Mid-Senior level,Full-time,Quality Assurance,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/sr-quality-engineer-at-cognizant-4162165066?trk=public_jobs_topcard-title
Service Delivery Manager,Cognizant,"Bangalore Urban, Karnataka, India",3 weeks ago,,Over 200 applicants,Mid-Senior level,Full-time,Project Management and Information Technology,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/service-delivery-manager-at-cognizant-4143148515?trk=public_jobs_topcard-title
Senior Associate,Cognizant,"Bangalore Urban, Karnataka, India",1 week ago,,Be among the first 25 applicants,Mid-Senior level,Full-time,Other,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/senior-associate-at-cognizant-4175086065?trk=public_jobs_topcard-title
Senior Associate,Cognizant,"Bangalore Urban, Karnataka, India",3 weeks ago,,Be among the first 25 applicants,Mid-Senior level,Full-time,Other,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/senior-associate-at-cognizant-4151915259?trk=public_jobs_topcard-title
Online Analyst - CM,Cognizant,"Hyderabad, Telangana, India",1 week ago,,Not Available,Entry level,Full-time,Marketing and Sales,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/online-analyst-cm-at-cognizant-4173750907?trk=public_jobs_topcard-title
Business Analyst GPP,Cognizant,"Bangalore Urban, Karnataka, India",2 weeks ago,,Be among the first 25 applicants,Mid-Senior level,Full-time,"Research, Analyst, and Information Technology",IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/business-analyst-gpp-at-cognizant-4166729785?trk=public_jobs_topcard-title
Process Executive - CHD,Cognizant,"Hyderabad, Telangana, India",1 week ago,,Not Available,Mid-Senior level,Full-time,Business Development and Sales,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/process-executive-chd-at-cognizant-4174258076?trk=public_jobs_topcard-title
Sr. Executive,Cognizant,"Chennai, Tamil Nadu, India",3 weeks ago,,Not Available,Mid-Senior level,Full-time,Business Development and Sales,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/sr-executive-at-cognizant-3962765837?trk=public_jobs_topcard-title
Systems Engineer,Cognizant,"Bangalore Urban, Karnataka, India",2 weeks ago,,Over 200 applicants,Entry level,Full-time,Information Technology,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/systems-engineer-at-cognizant-4159726568?trk=public_jobs_topcard-title
Consulting Analyst,Cognizant,"Chennai, Tamil Nadu, India",Not Available,,Be among the first 25 applicants,Mid-Senior level,Full-time,Business Development and Sales,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/consulting-analyst-at-cognizant-4157012175?trk=public_jobs_topcard-title
Analyst,Cognizant,"Hyderabad, Telangana, India",1 day ago,,Not Available,Entry level,Full-time,Business Development and Sales,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/analyst-at-cognizant-4179852916?trk=public_jobs_topcard-title
Senior Process Executive-Voice,Cognizant,"Bangalore Urban, Karnataka, India",6 days ago,,Not Available,Mid-Senior level,Full-time,Business Development and Sales,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/senior-process-executive-voice-at-cognizant-4176964470?trk=public_jobs_topcard-title
Senior Associate,Cognizant,"Bangalore Urban, Karnataka, India",1 week ago,,Be among the first 25 applicants,Mid-Senior level,Full-time,Other,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/senior-associate-at-cognizant-4175086080?trk=public_jobs_topcard-title
Sr. Business Analyst,Cognizant,"Chennai, Tamil Nadu, India",3 weeks ago,,Not Available,Mid-Senior level,Full-time,"Research, Analyst, and Information Technology",IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/sr-business-analyst-at-cognizant-4151417518?trk=public_jobs_topcard-title
Sr. Associate,Cognizant,"Gurgaon, Haryana, India",3 weeks ago,,Not Available,Mid-Senior level,Full-time,Other,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/sr-associate-at-cognizant-4030155624?trk=public_jobs_topcard-title
Online Specialist - Adv,Cognizant,"Gurgaon, Haryana, India",2 weeks ago,,Not Available,Entry level,Full-time,"Marketing, Public Relations, and Writing/Editing",IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/online-specialist-adv-at-cognizant-4161046468?trk=public_jobs_topcard-title
Senior Process Executive - HC,Cognizant,"Hyderabad, Telangana, India",2 weeks ago,,Over 200 applicants,Mid-Senior level,Full-time,Business Development and Sales,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/senior-process-executive-hc-at-cognizant-4165752398?trk=public_jobs_topcard-title
Jr. Online Analyst - CM,Cognizant,"Hyderabad, Telangana, India",1 day ago,,Over 200 applicants,Entry level,Full-time,Marketing and Sales,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/jr-online-analyst-cm-at-cognizant-4179855495?trk=public_jobs_topcard-title
Assoc Dir- Biz Development,Cognizant,Greater Kolkata Area,3 weeks ago,,Not Available,Entry level,Full-time,Other,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/assoc-dir-biz-development-at-cognizant-4047485109?trk=public_jobs_topcard-title
SOC Support,Cognizant,"Bangalore Urban, Karnataka, India",3 weeks ago,,Over 200 applicants,Entry level,Full-time,Other,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/soc-support-at-cognizant-4140271415?trk=public_jobs_topcard-title
Consulting Analyst,Cognizant,"Chennai, Tamil Nadu, India",2 weeks ago,,Not Available,Mid-Senior level,Full-time,Business Development and Sales,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/consulting-analyst-at-cognizant-4159721997?trk=public_jobs_topcard-title
Graphic Designer/Visual Designer,Cognizant,"Chennai, Tamil Nadu, India",2 weeks ago,,Over 200 applicants,Entry level,Full-time,"Design, Art/Creative, and Information Technology",IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/graphic-designer-visual-designer-at-cognizant-4160227935?trk=public_jobs_topcard-title
Senior Process Executive-Voice,Cognizant,"Gurgaon, Haryana, India",1 week ago,,Be among the first 25 applicants,Mid-Senior level,Full-time,Business Development and Sales,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/senior-process-executive-voice-at-cognizant-4169557200?trk=public_jobs_topcard-title
Team Lead,Cognizant,"Hyderabad, Telangana, India",Not Available,,Not Available,Mid-Senior level,Full-time,Information Technology,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/team-lead-at-cognizant-4157010702?trk=public_jobs_topcard-title
Program Manager,Cognizant,"Hyderabad, Telangana, India",Not Available,,Not Available,Entry level,Full-time,Project Management and Information Technology,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/program-manager-at-cognizant-4180088810?trk=public_jobs_topcard-title
Senior Process Executive - HC,Cognizant,"Noida, Uttar Pradesh, India",1 week ago,,Not Available,Mid-Senior level,Full-time,Business Development and Sales,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/senior-process-executive-hc-at-cognizant-4176295127?trk=public_jobs_topcard-title
Senior Associate,Cognizant,"Bangalore Urban, Karnataka, India",1 week ago,,Not Available,Mid-Senior level,Full-time,Other,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/senior-associate-at-cognizant-4174438582?trk=public_jobs_topcard-title
Senior Associate,Cognizant,"Hyderabad, Telangana, India",Not Available,,Not Available,Mid-Senior level,Full-time,Other,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/senior-associate-at-cognizant-4157531325?trk=public_jobs_topcard-title
Software Engineer in Test,Cognizant,"Hyderabad, Telangana, India",4 weeks ago,,Over 200 applicants,Mid-Senior level,Full-time,Information Technology,IT Services and IT Consulting,https://in.linkedin.com/jobs/view/software-engineer-in-test-at-cognizant-4150192183?trk=public_jobs_topcard-title
Test Lead,Cognizant,"Pune, Maharashtra, India",3 weeks ago,,Not Available,Mid-Senior level,Full-time,Quality Assurance,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/test-lead-at-cognizant-4151217766?trk=public_jobs_topcard-title
Test Lead,Cognizant,"Pune, Maharashtra, India",2 weeks ago,,Over 200 applicants,Mid-Senior level,Full-time,Quality Assurance,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/test-lead-at-cognizant-4165749752?trk=public_jobs_topcard-title
Team Manager,Cognizant,"Bangalore Urban, Karnataka, India",1 week ago,,Not Available,Mid-Senior level,Full-time,Other,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/team-manager-at-cognizant-4174259022?trk=public_jobs_topcard-title
Consultant - HealthCare,Cognizant,"Chennai, Tamil Nadu, India",3 weeks ago,,Over 200 applicants,Mid-Senior level,Full-time,Health Care Provider,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/consultant-healthcare-at-cognizant-4074211580?trk=public_jobs_topcard-title
Process Specialist - HC,Cognizant,"Noida, Uttar Pradesh, India",1 week ago,,Not Available,Entry level,Full-time,Management and Manufacturing,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/process-specialist-hc-at-cognizant-4176294169?trk=public_jobs_topcard-title
Process Executive - HC,Cognizant,"Chennai, Tamil Nadu, India",1 week ago,,Over 200 applicants,Mid-Senior level,Full-time,Business Development and Sales,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/process-executive-hc-at-cognizant-4176296040?trk=public_jobs_topcard-title
Senior Associate,Cognizant,Greater Kolkata Area,3 weeks ago,,Not Available,Mid-Senior level,Full-time,Other,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/senior-associate-at-cognizant-4136913333?trk=public_jobs_topcard-title
Team Lead - B&L,Cognizant,"Hyderabad, Telangana, India",1 week ago,,Not Available,Mid-Senior level,Full-time,Information Technology,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/team-lead-b-l-at-cognizant-4168701609?trk=public_jobs_topcard-title
